section,name,diet,price,desc,ingredients,spicy,popular,img,status
shakes,Nutella Shake,veg,230,Hazelnut-chocolate indulgence,Nutella | Ice Cream | Milk,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
shakes,Butterscotch Shake,veg,190,Crunchy butterscotch shake,Butterscotch | Ice Cream | Milk,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
shakes,Blueberry Shake,veg,210,Blueberry compote thick shake,Blueberry | Ice Cream | Milk,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
shakes,Banana Peanut Shake,veg,190,Banana and peanut-butter protein hit,Banana | Peanut Butter | Milk,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
shakes,Rose Falooda,veg,220,"Rose milk with vermicelli, basil seeds & ice cream",Rose Syrup | Vermicelli | Basil Seeds | Ice Cream,,,https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?w=400&h=300&fit=crop,active
shakes,Thandai (Seasonal),veg,180,Chilled spiced-nut milk classic,Milk | Almond | Fennel | Saffron,,,https://images.unsplash.com/photo-1551183053-bf91a1d81141?w=400&h=300&fit=crop,active
desserts,Gajar Ka Halwa,veg,180,Slow-cooked carrot halwa with ghee and nuts,Carrot | Milk | Ghee | Dry Fruits,,,https://images.unsplash.com/photo-1546039907-7fa05f864c02?w=400&h=300&fit=crop,active
desserts,Rasmalai (2 pc),veg,160,Soft rasmalai in saffron milk,Chhena | Milk | Saffron | Cardamom,,,https://images.unsplash.com/photo-1527477396000-e27163b481c2?w=400&h=300&fit=crop,active
desserts,Moong Dal Halwa,veg,200,"Rich, slow-roasted moong dal halwa",Moong Dal | Ghee | Sugar | Nuts,,,https://images.unsplash.com/photo-1552566626-52f8b828add9?w=400&h=300&fit=crop,active
desserts,Sizzling Brownie,veg,260,Brownie on a sizzler with ice cream and chocolate,Brownie | Ice Cream | Chocolate Sauce,,yes,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?w=400&h=300&fit=crop,active
desserts,Tiramisu,veg,280,Coffee-soaked mascarpone classic,Mascarpone | Coffee | Ladyfingers | Cocoa,,,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=400&h=300&fit=crop,active
desserts,Choco Lava Cake,veg,190,Molten-centre chocolate cake,Chocolate | Butter | Flour | Egg-free,,,https://images.unsplash.com/photo-1577219491135-ce391730fb2c?w=400&h=300&fit=crop,active
desserts,New York Cheesecake,veg,260,Baked classic with berry compote,Cream Cheese | Biscuit Base | Berry Compote,,,https://images.unsplash.com/photo-1519671482749-fd09be7ccebf?w=400&h=300&fit=crop,active
desserts,Kulfi Falooda,veg,200,Malai kulfi with falooda and rose,Kulfi | Vermicelli | Rose | Nuts,,,https://images.unsplash.com/photo-1530103862676-de8c9debad1d?w=400&h=300&fit=crop,active
desserts,Matka Kulfi,veg,150,Traditional earthen-pot kulfi,Milk | Cardamom | Pistachio,,,https://images.unsplash.com/photo-1464366400600-7168b8af9bc3?w=400&h=300&fit=crop,active
desserts,Fruit Custard,veg,160,Chilled custard with seasonal fruit,Custard | Seasonal Fruit,,,https://images.unsplash.com/photo-1567188040759-fb8a883dc6d8?w=400&h=300&fit=crop,active
desserts,Waffle with Ice Cream,veg,240,"Belgian waffle, ice cream, maple",Waffle | Ice Cream | Maple Syrup,,,https://images.unsplash.com/photo-1603894584373-5ac82b2ae398?w=400&h=300&fit=crop,active
desserts,Jalebi with Rabri,veg,190,Hot crisp jalebi over chilled rabri,Jalebi | Rabri | Saffron,,,https://images.unsplash.com/photo-1631452180519-c014fe946bc7?w=400&h=300&fit=crop,active
